t_index	term	df
1695	censor	2
1696	censorship	2
1697	cent	1
1698	centcom	2
1699	center	145
1700	centerpiec	2
1701	centigrad	1
1702	centimet	1
1703	central	85
1704	centrist	6
1705	centuri	28
1706	ceo	1
1707	ceremoni	52
1708	cerf	9
1709	cerna	3
1710	certain	36
1711	certainli	56
1712	certainti	4
1713	certif	3
1714	certifi	3
1715	cesar	2
1716	cessat	1
1717	cessna	7
1718	cetera	1
1719	cetinj	1
1720	cha	1
1721	chad	1
1722	chadwick	2
1723	chafe	3
1724	chagrin	1
1725	chain	10
1726	chair	17
1727	chairman	55
1728	chairmen	3
1729	chalk	2
1730	challeng	84
1731	chamber	16
1732	chamberlain	2
1733	chameleon	1
1734	champ	9
1735	champion	55
1736	championship	7
1737	chanc	99
1738	chancellor	5
1739	chanda	3
1740	chandeli	2
1741	chandler	6
1742	chandrika	1
1743	chang	144
1744	changeov	9
1745	channel	18
1746	chant	31
1747	chao	36
1748	chaotic	7
1749	chap	2
1750	chapel	4
1751	chaplain	7
1752	chaplin	1
1753	chappaqua	11
1754	chapter	7
1755	char	3
1756	charact	13
1757	character	7
1758	characterist	5
1759	charad	1
1760	charg	193
1761	charisma	2
1762	charit	5
1763	chariti	5
1764	charl	24
1765	charleston	2
1766	charlestown	1
1767	charli	2
1768	charlott	2
1769	chart	2
1770	charter	7
1771	chase	22
1772	chasm	2
1773	chat	5
1774	chattanooga	1
1775	chatti	1
1776	chau	1
1777	chauffeur	1
1778	chavez	4
1779	cheap	1
1780	cheat	11
1781	chebeck	8
1782	chechnya	8
1783	check	40
1784	checker	1
1785	checkpoint	2
1786	checkup	3
1787	cheek	1
1788	cheer	34
1789	cheerlead	2
1790	chees	1
1791	chef	2
1792	chela	4
1793	chell	1
1794	chelsea	17
1795	chemic	7
1796	chemistri	3
1797	chemotherapi	1
1798	cheney	31
1799	cheri	12
1800	cherish	2
1801	chernomyrdin	2
1802	cheroke	3
1803	cheron	3
1804	cherri	2
1805	chesapeak	1
1806	chest	8
1807	chetna	1
1808	chetsov	1
1809	chew	1
1810	chi	25
1811	chic	1
1812	chicago	6
1813	chicken	2
1814	chide	1
1815	chief	197
1816	chiefli	3
1817	child	47
1818	childhood	4
1819	children	69
1820	chile	8
1821	chill	15
1822	chilli	5
1823	chillicoth	1
1824	china	31
1825	chines	11
1826	chinfo	4
1827	ching	1
1828	chink	1
1829	chino	1
1830	chip	8
1831	chirac	6
1832	chisel	1
1833	chizhov	1
1834	chizov	1
1835	chladkova	3
1836	chlorin	4
1837	chocol	1
1838	choi	1
1839	choic	41
1840	chok	1
1841	choke	7
1842	cholera	1
1843	chomp	1
1844	chon	1
1845	choos	18
1846	chopper	1
1847	chopstick	1
1848	choreograph	1
1849	chorichech	1
1850	choru	1
1851	chose	13
1852	chosen	14
1853	chouchescu	1
1854	chow	1
1855	chri	34
1856	chrisdorton	1
1857	christen	3
1858	christi	4
1859	christian	27
1860	christianchildrensfund	1
1861	christina	3
1862	christma	62
1863	christoph	17
1864	chronic	2
1865	chronicl	2
1866	chrysanthemum	1
1867	chu	1
1868	chubbi	2
1869	chuck	9
1870	chuckl	2
1871	chudakova	3
1872	chunk	4
1873	church	43
1874	churchvil	1
1875	churchworldservic	1
1876	churn	1
1877	cia	24
1878	cienfuego	1
1879	cigarett	2
1880	cinder	1
1881	cinderblock	3
1882	cinema	2
1883	cio	2
1884	circl	19
1885	circu	3
1886	circuit	8
1887	circul	8
1888	circumst	32
1889	circumstanti	2
1890	circumv	3
1891	cisnero	7
1892	ciss	1
1893	citadel	1
1894	citat	2
1895	cite	38
1896	citi	218
1897	citizen	73
1898	citizenri	2
1899	citizenship	10
1900	citywid	1
1901	civic	4
1902	civil	61
1903	civilian	52
1904	clad	3
1905	claiborn	1
1906	claim	129
1907	clair	6
1908	clamber	5
1909	clamor	3
1910	clandestin	3
1911	clap	1
1912	clarenc	1
1913	clarifi	3
1914	clariti	1
1915	clark	41
1916	clarkston	1
1917	clash	54
1918	clasp	1
1919	class	47
1920	classic	7
1921	classifi	38
1922	classmat	2
1923	classroom	2
1924	clavet	1
1925	claw	6
1926	clay	4
1927	clean	24
1928	cleanli	1
1929	cleans	6
1930	clear	187
1931	clearanc	5
1932	clearer	4
1933	clearest	1
1934	clearli	56
1935	cleavag	1
1936	cleaver	1
1937	clemenc	31
1938	clement	24
1939	clergi	2
1940	cleric	3
1941	clerk	6
1942	cleveland	1
1943	clever	4
1944	cleverli	1
1945	click	2
1946	client	9
1947	cliff	1
1948	clifford	2
1949	clijster	11
1950	climact	1
1951	climat	4
1952	climax	4
1953	climb	22
1954	clime	1
1955	clinch	2
1956	cling	8
1957	clinic	8
1958	clink	1
1959	clinton	271
1960	clintonesqu	1
1961	clintonit	1
1962	clip	2
1963	clister	1
1964	cloak	1
1965	clock	12
1966	clod	1
1967	clodfelt	4
1968	clog	1
1969	cloister	1
1970	cloner	1
1971	closabl	1
1972	close	259
1973	closemouth	1
1974	closer	29
1975	closest	32
1976	closet	1
1977	closeup	1
1978	closhg	1
1979	closur	7
1980	cloth	44
1981	cloud	22
1982	cloudless	1
1983	clout	4
1984	clown	1
1985	clton	1
1986	club	15
1987	clue	27
1988	clump	1
1989	clumsi	1
1990	clung	2
1991	cluster	4
1992	clutch	4
1993	clyde	1
1994	cmc	1
1995	cmdr	35
1996	cnn	49
1997	co	25
1998	coach	15
1999	coachlight	8
2000	coal	32
2001	coalit	35
2002	coalmin	1
2003	coast	106
2004	coastal	10
2005	coaster	1
2006	coastlin	9
2007	coat	9
2008	coax	3
2009	cobar	1
2010	coburn	4
2011	coca	2
2012	cocain	8
2013	cochran	4
2014	cochranvil	1
2015	cock	6
2016	cocker	1
2017	cocktail	3
2018	coco	2
2019	cocoa	14
2020	cocodi	3
2021	code	7
2022	codi	5
2023	coercion	1
2024	coetzer	16
2025	coey	1
2026	coffe	26
2027	coffer	2
2028	coffield	1
2029	coffin	14
2030	cognac	1
2031	cohen	56
2032	coher	1
2033	cohes	3
2034	cohort	1
2035	coil	2
2036	coin	3
2037	coincid	6
2038	coincident	1
2039	coker	1
2040	coki	2
2041	col	18
2042	cold	45
2043	cole	290
2044	coleman	1
2045	coler	7
2046	colin	7
2047	colina	23
2048	collabor	3
2049	collag	1
2050	collaps	86
2051	collar	1
2052	collat	2
2053	colleagu	23
2054	collect	32
2055	collector	5
2056	colleg	35
2057	coller	4
2058	collid	7
2059	collin	2
2060	collis	20
2061	collus	1
2062	colo	9
2063	colobora	1
2064	colombia	10
2065	colombian	3
2066	colon	4
2067	coloni	20
2068	colonna	1
2069	color	16
2070	colorado	24
2071	columbia	15
2072	columbin	1
2073	column	7
2074	columnist	1
2075	com	35
2076	comasagua	5
2077	comb	10
2078	combat	22
2079	combin	20
2080	combrat	1
2081	come	265
2082	comeback	17
2083	comedian	1
2084	comen	1
2085	comfort	25
2086	comic	1
2087	command	127
2088	commando	5
2089	commemor	7
2090	commenc	1
2091	commend	3
2092	comment	82
2093	commentari	5
2094	commerc	11
2095	commerci	38
2096	comminut	1
2097	commiss	94
2098	commissari	2
2099	commission	15
2100	commit	89
2101	committe	80
2102	commod	11
2103	common	39
2104	commonli	5
2105	commot	1
2106	commun	113
2107	communiqu	5
2108	communist	65
2109	commut	20
2110	compact	1
2111	compani	76
2112	companion	4
2113	companionship	4
2114	compar	31
2115	comparison	9
2116	compart	38
2117	compass	5
2118	compassion	3
2119	compel	10
2120	compens	3
2121	compensatori	1
2122	compet	16
2123	competit	22
2124	competitor	2
2125	compil	4
2126	complac	4
2127	complain	40
2128	complaint	21
2129	complement	2
2130	complet	104
2131	complex	41
2132	compli	5
2133	complianc	2
2134	complic	31
2135	compliment	5
2136	compon	2
2137	compos	1
2138	composit	4
2139	composur	5
2140	compound	30
2141	comprehend	1
2142	comprehens	5
2143	compress	1
2144	compris	3
2145	compromis	16
2146	compuls	1
2147	comput	22
2148	comrad	7
2149	con	4
2150	conceal	10
2151	conced	49
2152	conceiv	9
2153	concentr	20
2154	concept	7
2155	concern	105
2156	concernusa	1
2157	concert	8
2158	concess	16
2159	conchita	3
2160	concili	2
2161	conciliatori	3
2162	conclud	47
2163	conclus	31
2164	concret	38
2165	concur	1
2166	concuss	1
2167	condemn	24
2168	condit	138
2169	condition	1
2170	condol	15
2171	condoleezza	1
2172	condon	2
2173	conduct	51
2174	conduit	1
2175	confer	68
2176	confess	10
2177	confetti	8
2178	confid	61
2179	confidenti	1
2180	configur	1
2181	confin	6
2182	confirm	117
2183	confisc	1
2184	conflict	46
2185	conform	1
2186	confound	2
2187	confront	39
2188	confus	22
2189	cong	1
2190	congeni	1
2191	congest	5
2192	congo	2
2193	congratul	29
2194	congreg	1
2195	congress	112
2196	congression	39
2197	congressman	42
2198	congressmen	1
2199	congresswoman	2
2200	conjunct	2
2201	conn	4
2202	connal	24
2203	connect	68
2204	connecticut	13
2205	connel	1
2206	connelli	1
2207	connett	1
2208	conni	7
2209	conniv	1
2210	connoli	1
2211	connolli	1
2212	connor	1
2213	conquer	1
2214	conqueror	3
2215	conquest	2
2216	conrad	6
2217	conscienc	3
2218	consciou	4
2219	conscious	2
2220	consecut	27
2221	consensu	9
2222	consent	2
2223	consequ	18
2224	consequenti	1
2225	conserv	19
2226	conservat	1
2227	conservationist	1
2228	consid	131
2229	consider	28
2230	consign	1
2231	consist	14
2232	consistu	1
2233	consol	8
2234	consolid	13
2235	consortium	7
2236	conspicu	2
2237	conspir	6
2238	conspiraci	18
2239	constant	10
2240	constantinescu	1
2241	constantli	10
2242	constern	1
2243	constitu	5
2244	constitut	105
2245	constrain	1
2246	constrict	1
2247	construct	30
2248	consul	10
2249	consular	3
2250	consult	20
2251	consum	5
2252	consumpt	1
2253	contact	38
2254	contain	46
2255	contamin	1
2256	contempl	4
2257	contemporari	2
2258	contempt	9
2259	contend	25
2260	content	20
2261	contenti	4
2262	contest	44
2263	context	10
2264	contin	6
2265	continent	1
2266	conting	4
2267	continu	230
2268	contort	1
2269	contra	1
2270	contract	26
2271	contractor	4
2272	contradict	6
2273	contrari	7
2274	contrast	5
2275	contribut	47
2276	contributor	5
2277	contrit	1
2278	contriv	1
2279	control	182
2280	controversi	34
2281	conven	8
2282	conveni	16
2283	convent	8
2284	converg	14
2285	convers	18
2286	convert	5
2287	convey	3
2288	convict	123
2289	convictsgetaway	1
2290	convinc	27
2291	convincingli	1
2292	convok	1
2293	convoy	14
2294	cooey	1
2295	cook	20
2296	cool	8
2297	cooler	2
2298	coon	1
2299	cooper	72
2300	coordin	27
2301	cop	2
2302	cope	9
2303	copi	19
2304	copper	2
2305	cord	1
2306	cordial	3
2307	cordillera	1
2308	cordon	10
2309	core	10
2310	corech	1
2311	coretta	1
2312	corey	2
2313	cori	3
2314	corina	4
2315	corn	2
2316	cornahaim	1
2317	cornaheim	1
2318	cornard	1
2319	corner	34
2320	cornerston	1
2321	cornett	2
2322	corni	1
2323	cornwal	1
2324	corollari	1
2325	coron	2
2326	corp	16
2327	corpor	15
2328	corps	13
2329	corpu	1
2330	corral	1
2331	correct	25
2332	correctli	5
2333	correl	4
2334	correspond	26
2335	corridor	2
2336	corros	3
2337	corrug	2
2338	corrupt	78
2339	corzin	13
2340	cosbi	1
2341	cosic	1
2342	cosmeniov	1
2343	cosminov	1
2344	cost	41
2345	costa	4
2346	costello	1
2347	costelow	1
2348	costli	5
2349	costliest	3
2350	cot	4
2351	coteri	1
2352	cotibua	1
2353	coton	1
2354	cotton	7
2355	couch	2
2356	coue	1
2357	could	391
2358	couldn	54
2359	coulibali	9
2360	council	43
2361	councilman	1
2362	counsel	24
2363	counselor	2
2364	count	80
2365	counter	22
2366	counterattack	4
2367	counterintellig	3
2368	counternarcot	1
2369	counterpart	5
2370	counterpunch	1
2371	counterrevolutionari	1
2372	counterterror	10
2373	counti	35
2374	countless	1
2375	countri	412
2376	countryman	7
2377	countrymen	8
2378	countrysid	15
2379	coup	44
2380	coupl	40
2381	courag	11
2382	courier	3
2383	cours	62
2384	court	193
2385	courtesi	1
2386	courthous	4
2387	courtland	1
2388	courtroom	7
2389	courtsid	2
2390	courtyard	6
2391	cousin	4
2392	coustunitza	1
2393	coven	1
2394	cover	68
2395	coverag	19
2396	coverdel	3
2397	covic	3
2398	cow	7
2399	coward	2
2400	cowardli	15
2401	cowboy	3
2402	cower	3
2403	cowl	1
2404	cp	1
2405	cpn	2
2406	crabbi	1
2407	crack	32
2408	crackdown	10
2409	crackl	2
2410	cradl	1
2411	craft	19
2412	crafti	2
2413	cragey	3
2414	craggi	1
2415	craig	13
2416	cram	3
2417	cramp	8
2418	crane	18
2419	cranni	1
2420	crap	1
2421	crash	85
2422	crater	6
2423	crave	2
2424	crawl	9
2425	crazi	7
2426	creak	1
2427	creaki	2
2428	cream	3
2429	creasingli	1
2430	creat	50
2431	creation	5
2432	creativ	2
2433	creator	1
2434	credenc	2
2435	credenti	16
2436	credibl	42
2437	credit	20
2438	creditor	4
2439	cree	1
2440	creed	2
2441	creek	1
2442	creep	5
2443	creepi	1
2444	cremat	4
2445	crematoria	1
2446	crematorium	1
2447	crept	6
2448	crescent	1
2449	crest	2
2450	crestfallen	1
2451	crevic	1
2452	crew	133
2453	crewman	4
2454	crewmemb	5
2455	crewmen	10
2456	cri	38
2457	crime	83
2458	crimin	105
2459	criminolog	1
2460	crippl	40
2461	crise	14
2462	crisi	54
2463	crisp	3
2464	cristo	1
2465	criteria	2
2466	critic	121
2467	croat	3
2468	croatia	14
2469	croatian	3
2470	croifl	1
2471	croni	18
2472	crook	7
2473	crop	3
2474	crosbi	5
2475	cross	47
2476	crosscourt	5
2477	crossfir	1
2478	crouch	12
2479	crous	1
2480	crow	1
2481	crowbar	6
2482	crowd	106
2483	crowley	10
2484	crown	8
2485	crucial	21
2486	crucifi	1
2487	crude	1
2488	crue	1
2489	cruel	3
2490	cruelti	3
2491	cruis	16
2492	cruiser	3
2493	cruman	1
2494	crumbl	21
2495	crumpl	3
2496	crusad	4
2497	crush	22
2498	crust	1
2499	crutch	6
2500	cruz	1
2501	crwrc	1
2502	cryptic	1
2503	crystal	2
2504	cuba	9
2505	cuban	3
2506	cue	1
2507	cuellar	6
2508	cuff	1
2509	cul	1
2510	culmin	8
2511	culpabl	1
2512	culprit	9
2513	cultiv	2
2514	cultur	12
2515	cummin	2
2516	cun	5
2517	cuomo	3
2518	cup	9
2519	cupboard	1
2520	curb	4
2521	curdl	1
2522	cure	1
2523	curfew	10
2524	curios	2
2525	curiou	9
2526	currenc	2
2527	current	52
2528	curriculum	4
2529	curs	4
2530	cursori	1
2531	curt	2
2532	curtail	4
2533	curtain	3
2534	curti	3
2535	curv	3
2536	cush	2
2537	cusp	1
2538	cussin	2
2539	custodi	21
2540	custodian	3
2541	custom	9
2542	customari	2
2543	cut	115
2544	cutback	1
2545	cutigua	1
2546	cutter	8
2547	cybercaf	1
2548	cybernet	1
2549	cycl	3
2550	cyclon	1
2551	cylind	1
2552	cylindr	1
2553	cynic	9
2554	cypru	1
2555	cyr	1
2556	czarist	2
2557	czech	14
2558	czechoslovakian	1
2559	d	89
2560	da	3
2561	dad	11
2562	dada	1
2563	dade	2
2564	dadiv	1
2565	dae	5
2566	daewoo	5
2567	dagestan	3
2568	dagger	3
2569	daili	29
2570	daja	2
2571	dakota	19
2572	dakotan	1
2573	dakouri	1
2574	dalal	1
2575	dale	2
2576	daley	7
2577	dali	1
2578	dalla	37
2579	dalworthington	1
2580	dam	1
2581	damag	156
2582	damascu	2
2583	dame	1
2584	damir	3
2585	dammaj	1
2586	damor	1
2587	damp	1
2588	dampen	2
2589	dan	18
2590	dana	2
2591	danah	4
2592	danburi	1
2593	danc	11
2594	dancer	3
2595	dandelion	1
2596	dane	1
2597	danewich	1
2598	danforth	3
2599	danger	103
2600	dangl	2
2601	daniel	19
2602	daniela	6
2603	daniil	2
2604	danni	1
2605	danzig	4
2606	daoud	1
2607	dapist	1
2608	dar	5
2609	darden	1
2610	dare	15
2611	daren	7
2612	dark	29
2613	darken	3
2614	darl	1
2615	darn	1
2616	darrel	2
2617	dart	1
2618	darwinian	1
2619	daschl	11
2620	dash	4
2621	dashboard	1
2622	data	4
2623	date	32
2624	datelin	7
2625	daughter	55
2626	daunt	6
2627	dave	18
2628	davenport	44
2629	davi	4
2630	david	59
2631	davidian	2
2632	dawn	24
2633	day	476
2634	daybreak	3
2635	dayeb	1
2636	daylight	4
2637	dayton	9
2638	daytona	1
2639	daze	4
2640	dazesurvivor	1
2641	dc	7
2642	dd	1
2643	ddg	7
2644	de	20
2645	dea	1
2646	deactiv	2
2647	dead	165
2648	deadli	53
2649	deadliest	16
2650	deadlin	13
2651	deadlock	3
2652	deaf	1
2653	deal	98
2654	dealt	6
2655	dean	5
2656	dear	5
2657	dearborn	1
2658	dearli	3
2659	death	211
2660	debar	1
2661	debat	65
2662	debbi	5
2663	deborah	3
2664	debra	2
2665	debri	47
2666	debt	14
2667	debut	1
2668	dec	48
2669	decad	83
2670	decay	2
2671	deceas	8
2672	deceit	1
2673	decemb	79
2674	decent	2
2675	decentr	3
2676	decept	1
2677	decibel	1
2678	decid	103
2679	decidedli	1
2680	decis	174
2681	deck	44
2682	declar	99
2683	declassifi	1
2684	declin	48
2685	decod	2
2686	decompos	1
2687	decor	2
2688	decrat	2
2689	decre	2
2690	decri	3
2691	ded	1
2692	dedic	9
2693	dedinj	5
2694	dee	1
2695	deed	3
2696	deem	8
2697	deep	54
2698	deepen	5
2699	deeper	3
2700	deepest	1
2701	deepli	23
2702	defac	1
2703	default	3
2704	defeat	143
2705	defect	2
2706	defenc	3
2707	defend	121
2708	defens	155
2709	defenselink	3
2710	defer	2
2711	defi	6
2712	defianc	7
2713	defiant	6
2714	defiantli	2
2715	defici	1
2716	deficit	11
2717	defin	7
2718	definit	37
2719	deflat	1
2720	deflect	6
2721	defoli	1
2722	defolt	1
2723	deforest	10
2724	defraud	3
2725	defunct	2
2726	defus	3
2727	degr	1
2728	degrad	4
2729	degre	31
2730	dehuman	1
2731	dehydr	3
2732	del	11
2733	delawar	25
2734	delay	34
2735	deleg	10
2736	delhi	17
2737	deli	1
2738	deliber	15
2739	delic	7
2740	delici	1
2741	delight	5
2742	deliv	36
2743	deliveri	2
2744	dell	1
2745	delsaut	2
2746	delta	9
2747	delus	2
2748	delv	1
2749	demaci	1
2750	demagogu	2
2751	demand	75
2752	demarc	1
2753	demean	1
2754	demeanor	2
2755	dementieva	5
2756	demick	1
2757	demilitar	1
2758	demis	6
2759	democraci	83
2760	democrat	188
2761	democratich	1
2762	demograph	1
2763	demolish	5
2764	demolit	5
2765	demon	4
2766	demonstr	88
2767	demot	2
2768	demur	1
2769	demystifi	1
2770	dengu	1
2771	deni	95
2772	denial	5
2773	denigr	1
2774	denis	14
2775	denisa	3
2776	denn	1
2777	denni	8
2778	denomin	1
2779	denounc	13
2780	dens	4
2781	dent	2
2782	dental	1
2783	denver	21
2784	depart	180
2785	departur	20
2786	depend	34
2787	depict	1
2788	deplan	1
2789	deplet	2
2790	deplor	2
2791	deploy	22
2792	deport	3
2793	deportieren	1
2794	depos	7
2795	deposit	4
2796	depot	4
2797	depress	3
2798	depriv	1
2799	dept	1
2800	depth	13
2801	deputi	46
2802	dequia	2
2803	derail	1
2804	derelict	1
2805	deriv	3
2806	desai	1
2807	descend	18
2808	descent	9
2809	describ	80
2810	descript	8
2811	desegreg	1
2812	desert	35
2813	deserv	15
2814	deservedli	2
2815	design	38
2816	designe	1
2817	desir	16
2818	desist	3
2819	desk	6
2820	desol	1
2821	despair	6
2822	desper	39
2823	despic	12
2824	despis	3
2825	despit	116
2826	despot	1
2827	destabil	3
2828	destin	10
2829	destini	1
2830	destitut	1
2831	destroy	227
2832	destruct	27
2833	desvid	1
2834	detach	3
2835	detail	89
2836	detain	31
2837	detaine	2
2838	detect	14
2839	detector	1
2840	detent	10
2841	deter	15
2842	deterg	1
2843	deterior	11
2844	determin	104
2845	deterr	2
2846	detest	1
2847	deton	30
2848	detour	4
2849	detritu	1
2850	detroit	3
2851	deuc	12
2852	deutch	8
2853	deutsch	1
2854	devast	58
2855	devastatingli	1
2856	develop	97
2857	deviat	1
2858	devic	15
2859	devilish	1
2860	devis	1
2861	devot	15
2862	devour	2
2863	devoutli	1
2864	dewat	2
2865	dewin	2
2866	dhabi	4
2867	dhahran	12
2868	dharan	1
2869	dhingra	1
2870	dhrumal	1
2871	diabak	1
2872	diagnos	5
2873	diagnosi	1
2874	diagnost	1
2875	diagnostico	1
2876	diagram	1
2877	dialect	1
2878	diallo	2
2879	dialo	3
2880	dialogu	8
2881	diamet	3
2882	diamond	3
2883	dian	2
2884	diann	3
2885	diari	1
2886	diarrhea	3
2887	diaz	2
2888	dick	36
2889	dickinson	1
2890	dictablanda	1
2891	dictadura	1
2892	dictat	29
2893	dictatori	3
2894	dictatorship	10
2895	diction	4
2896	dictionari	1
2897	dictment	1
2898	didn	128
2899	die	192
2900	diego	5
2901	dienstbier	2
2902	diesel	2
2903	diet	3
2904	differ	107
2905	difficult	84
2906	difficulti	21
2907	diffus	1
2908	dig	49
2909	digest	1
2910	digger	3
2911	digit	4
2912	dignitari	5
2913	digniti	8
2914	dilapid	1
2915	dilemma	4
2916	dilfer	1
2917	dilig	1
2918	dilut	1
2919	dime	1
2920	dimens	2
2921	diminish	5
2922	diminut	1
2923	dimitr	1
2924	dimitri	2
2925	dimmer	1
2926	dina	1
2927	dinar	2
2928	dine	8
2929	dinghi	4
2930	dingi	1
2931	dinh	2
2932	dinkic	3
2933	dinner	10
2934	dioulo	1
2935	dip	2
2936	diplomaci	8
2937	diplomat	69
2938	diplospeak	4
2939	dire	1
2940	direct	75
2941	directli	40
2942	director	102
2943	directrelief	1
2944	diring	1
2945	dirksen	1
2946	dirt	35
2947	dirti	11
2948	dirtiest	1
2949	disabl	4
2950	disadvantag	1
2951	disaffect	1
2952	disagr	3
2953	disagre	8
2954	disappear	24
2955	disappoint	25
2956	disapprov	1
2957	disarm	1
2958	disarma	1
2959	disarray	2
2960	disassembl	1
2961	disast	76
2962	disastr	8
2963	disband	6
2964	disbar	4
2965	disbelief	5
2966	disc	1
2967	discard	2
2968	discharg	3
2969	disciplin	13
2970	disciplinari	6
2971	disclos	12
2972	disclosur	7
2973	discomfort	4
2974	discont	2
2975	discontinu	1
2976	discord	2
2977	discothequ	1
2978	discount	1
2979	discourag	7
2980	discov	37
2981	discoveri	12
2982	discovi	1
2983	discredit	10
2984	discreet	1
2985	discrep	4
2986	discret	4
2987	discrimin	2
2988	discuss	75
2989	disdain	4
2990	diseas	9
2991	disenfranchis	3
2992	disgaz	1
2993	disgrac	12
2994	disgruntl	5
2995	disguis	9
2996	disgust	1
2997	dish	1
2998	dishdasha	1
2999	dishearten	2
3000	dishonor	2
3001	disillus	2
3002	disinfect	5
3003	disinform	1
3004	disintegr	10
3005	dislik	1
3006	disloc	2
3007	dislodg	2
3008	dismal	1
3009	dismantl	8
3010	dismay	3
3011	dismemb	1
3012	dismiss	32
3013	disobedi	14
3014	disord	3
3015	disori	2
3016	dispar	4
3017	disparag	2
3018	dispatch	31
3019	dispel	2
3020	dispens	1
3021	dispers	13
3022	displac	2
3023	display	29
3024	displeas	1
3025	displeasur	1
3026	dispos	12
3027	disposit	1
3028	disprov	2
3029	disput	33
3030	disqualifi	6
3031	disquiet	1
3032	disregard	5
3033	disreput	1
3034	disrespect	2
3035	disrupt	9
3036	dissect	1
3037	dissemin	4
3038	dissent	5
3039	dissid	6
3040	dissip	1
3041	dissolv	12
3042	dissuas	1
3043	distanc	16
3044	distant	7
3045	distinct	7
3046	distinctli	1
3047	distinguish	7
3048	distort	6
3049	distract	8
3050	distraught	13
3051	distress	4
3052	distribut	26
3053	district	38
3054	distrust	1
3055	disturb	9
3056	disun	2
3057	ditch	5
3058	dive	21
3059	diver	67
3060	divers	8
3061	diversifi	1
3062	divert	8
3063	divid	33
3064	divis	26
3065	divorc	3
3066	divulg	4
3067	dixon	3
3068	dixvil	1
3069	dizzi	2
3070	djahouri	1
3071	djibouti	20
3072	djikal	1
3073	djila	1
3074	djindjic	17
3075	djukanov	3
3076	djuro	1
3077	dmitri	12
3078	dmon	1
3079	dna	5
3080	dnevnik	1
3081	do	1
3082	doan	1
3083	dobrica	1
3084	dochterman	1
3085	dock	42
3086	docksid	2
3087	doctor	52
3088	doctorswithoutbord	1
3089	doctrin	1
3090	document	44
3091	documentari	1
3092	dodg	1
3093	dodgi	3
3094	doer	1
3095	doesn	43
3096	dog	32
3097	dogged	1
3098	doggedli	1
3099	doha	1
3100	dokic	9
3101	doll	1
3102	dollar	47
3103	dolphin	1
3104	domain	1
3105	dome	2
3106	domest	16
3107	domin	42
3108	dominican	1
3109	dominik	16
3110	dominikov	4
3111	dominion	2
3112	dominiqu	1
3113	domino	3
3114	don	2
3115	donald	35
3116	donaldson	2
3117	donat	19
3118	done	109
3119	dong	1
3120	donkey	1
3121	donna	2
3122	donnel	3
3123	donor	11
3124	dooda	1
3125	doom	9
3126	door	55
3127	doorway	2
3128	dopher	1
3129	dora	1
3130	dorcol	1
3131	doreen	1
3132	dori	1
3133	dormitori	1
3134	dorothi	3
3135	dose	1
3136	dostoyevski	1
3137	dot	3
3138	doubl	46
3139	doubt	52
3140	doudou	1
3141	doug	1
3142	dougal	9
3143	dougherti	2
3144	dougla	1
3145	dour	2
3146	dove	1
3147	dover	24
3148	dow	2
3149	down	4
3150	downbeat	1
3151	downfal	19
3152	downplay	3
3153	downpour	1
3154	downstair	2
3155	downtown	29
3156	dows	1
